No_of_Stocks,Portfolio_Value,Profit_From_Initial_Capital,Current_Position,Current Position,drawdown,drawdown2
0.0,1796461.8100000003,79.64618100000003,,0,0.0,14.266868272585201
0.0,1796461.8100000003,79.64618100000003,,0,0.0,14.266868272585201
166.0,1796461.8100000003,79.64618100000003,,0,0.0,14.266868272585201
0.0,1783492.2300000004,78.34922300000005,,0,0.7272013739022478,15.097818508578511
0.0,1783492.2300000004,78.34922300000005,,0,0.0,15.097818508578511
0.0,1783492.2300000004,78.34922300000005,,0,0.0,15.097818508578511
167.0,1783492.2300000004,78.34922300000005,,0,0.0,15.097818508578511
0.0,1791630.1400000004,79.16301400000003,,0,0.0,14.575023280195529
169.0,1791630.1400000004,79.16301400000003,,0,0.0,14.575023280195529
0.0,1770577.8100000005,77.05778100000005,,0,1.18900902751062,15.937330650269447
0.0,1770577.8100000005,77.05778100000005,,0,0.0,15.937330650269447
0.0,1770577.8100000005,77.05778100000005,,0,0.0,15.937330650269447
0.0,1770577.8100000005,77.05778100000005,,0,0.0,15.937330650269447
0.0,1770577.8100000005,77.05778100000005,,0,0.0,15.937330650269447
160.0,1770577.8100000005,77.05778100000005,,0,0.0,15.937330650269447
0.0,1809390.6100000006,80.93906100000005,,0,0.0,13.450387033897535
0.0,1809390.6100000006,80.93906100000005,,0,0.0,13.450387033897535
156.0,1809390.6100000006,80.93906100000005,,0,0.0,13.450387033897535
0.0,1792590.9700000004,79.25909700000004,,0,0.9371708482945291,14.513610988456538
156.0,1792590.9700000004,79.25909700000004,,0,0.0,14.513610988456538
0.0,1806198.8500000008,80.61988500000008,,0,0.0,13.650866846692944
159.0,1806198.8500000008,80.61988500000008,,0,0.0,13.650866846692944
0.0,1812698.770000001,81.2698770000001,,0,0.0,13.243341032332639
157.0,1812698.770000001,81.2698770000001,,0,0.0,13.243341032332639
0.0,1851686.5800000008,85.16865800000008,,0,0.0,10.85896890822632
155.0,1851686.5800000008,85.16865800000008,,0,0.0,10.85896890822632
0.0,1986686.9300000006,98.66869300000006,,0,0.0,3.3258244669682044
153.0,1986686.9300000006,98.66869300000006,,0,0.0,3.3258244669682044
0.0,1979733.0800000005,97.97330800000006,,0,0.3512518970486714,3.6887583855496104
150.0,1979733.0800000005,97.97330800000006,,0,0.0,3.6887583855496104
0.0,1967298.0800000005,96.72980800000005,,0,0.6320851998188295,4.344159681180575
150.0,1967298.0800000005,96.72980800000005,,0,0.0,4.344159681180575
0.0,2054895.0800000005,105.48950800000006,,0,0.0,0.0
154.0,2054895.0800000005,105.48950800000006,,0,0.0,0.0
0.0,2084047.2800000007,108.40472800000008,,0,0.0,0.0
153.0,2084047.2800000007,108.40472800000008,,0,0.0,0.0
0.0,2119374.9800000004,111.93749800000003,,0,0.0,0.0
154.0,2119374.9800000004,111.93749800000003,,0,0.0,0.0
0.0,2086706.9600000007,108.67069600000005,,0,1.5655298336667154,1.5655298336667154
148.0,2086706.9600000007,108.67069600000005,,0,0.0,1.5655298336667154
0.0,2104538.0000000005,110.45380000000004,,0,0.0,0.7049993870388644
134.0,2104538.0000000005,110.45380000000004,,0,0.0,0.7049993870388644
0.0,2103184.6000000006,110.31846000000004,,0,0.06435003375357097,0.7698030881359574
141.0,2103184.6000000006,110.31846000000004,,0,0.0,0.7698030881359574
0.0,2195793.400000001,119.57934000000007,,0,0.0,0.0
143.0,2195793.400000001,119.57934000000007,,0,0.0,0.0
0.0,2191331.8000000007,119.13318000000008,,0,0.20360221122150884,0.20360221122150884
139.0,2191331.8000000007,119.13318000000008,,0,0.0,0.20360221122150884
0.0,2275790.980000001,127.57909800000009,,0,0.0,0.0
0.0,2275790.980000001,127.57909800000009,,0,0.0,0.0
0.0,2275790.980000001,127.57909800000009,,0,0.0,0.0
0.0,2275790.980000001,127.57909800000009,,0,0.0,0.0
136.0,2275790.980000001,127.57909800000009,,0,0.0,0.0
0.0,2404421.140000001,140.44211400000012,,0,0.0,0.0
135.0,2404421.140000001,140.44211400000012,,0,0.0,0.0
